,movie_id,movie,genre
12458,0329030,The Dust Factory (2004),Drama|Family|Fantasy
12459,0329083,Fine mrtve djevojke (2002),Drama|Thriller
12460,0329101,Freddy vs. Jason (2003),Action|Horror
12461,0329106,Führer Ex (2002),Drama
12462,0329162,Devil's Pond (2003),Drama|Thriller
12463,0329216,I Witness (2003),Action|Crime|Drama|Romance|Thriller
12464,0329297,American Girl (2002),Comedy|Crime|Drama
12465,0329330,Lugares comunes (2002),Drama
12466,0329347,"Man, Taraneh, panzdah sal daram (2002)",Drama
12467,0329354,Marigold (2007),Comedy
12468,0329388,Monsieur Ibrahim et les fleurs du Coran (2003),Comedy|Drama
12469,0329575,Seabiscuit (2003),Drama|History|Sport
12470,0329691,Torque (2004),Action|Comedy|Crime
12471,0329717,Hollywood Homicide (2003),Action|Comedy|Crime|Thriller
12472,0329767,Wilbur Wants to Kill Himself (2002),Comedy|Drama|Romance
12473,0329774,xXx: State of the Union (2005),Action|Crime|Thriller
12474,0330069,Blue Collar Comedy Tour: The Movie (2003),Comedy|Documentary
12475,0330082,Boom (2003),Crime|Thriller
12476,0330099,The Brown Bunny (2003),Drama
12477,0330229,Dolls (2002),Drama|Romance
12478,0330247,Défense d'aimer (2002),Drama
12479,0330373,Harry Potter and the Goblet of Fire (2005),Adventure|Family|Fantasy|Mystery
12480,0330501,Ju-on 2 (2000),Horror|Mystery
12481,0330505,Kal Aaj Aur Kal (1971),Family|Musical|Romance
12482,0330513,Kassablanka (2002),Comedy|Drama|Romance
12483,0330539,De kus (2004),Thriller|Drama
12484,0330602,Mambo Italiano (2003),Comedy|Drama|Romance
12485,0330691,Il cartaio (2004),Horror|Mystery|Thriller
12486,0330793,The Punisher (2004),Action|Crime|Drama|Thriller
12487,0330829,Robin Williams: Live on Broadway (2002),Documentary|Comedy
12488,0330843,Saathiya (2002),Drama|Family|Romance
12489,0330911,Elina - Som om jag inte fanns (2002),Drama|Family
12490,0331175,Any Way the Wind Blows (2003),Comedy|Drama
12491,0331189,Bat Thumb (2001),Comedy|Short
12492,0331216,Chor Machaaye Shor (2002),Action|Comedy|Crime
12493,0331370,Whisky (2004),Comedy|Drama
12494,0331468,Cold Creek Manor (2003),Drama|Mystery|Thriller
12495,0331632,Scooby-Doo 2: Monsters Unleashed (2004),Adventure|Comedy|Family|Fantasy|Horror|Mystery|Sci-Fi
12496,0331639,Shakthi: The Power (2002),Action|Drama
12497,0331811,11:14 (2003),Crime|Drama|Mystery|Thriller
12498,0331933,Man of the House (2005),Comedy|Crime
12499,0331952,The Clearing (2004),Drama|Mystery|Thriller
12500,0331953,Club Dread (2004),Comedy|Horror|Mystery|Thriller
12501,0332047,Fever Pitch (2005),Comedy|Drama|Romance|Sport
12502,0332136,If Only (2004),Comedy|Drama|Fantasy|Romance
12503,0332280,The Notebook (2004),Drama|Romance
12504,0332281,Nowhere to Go But Up (2003),Comedy|Romance|Drama
12505,0332375,Saved! (2004),Comedy|Drama
12506,0332379,The School of Rock (2003),Comedy|Music
12507,0332452,Troy (2004),Drama|History
12508,0332563,Aiki (2002),Drama
12509,0332626,"Gambling, Gods and LSD (2002)",Documentary
12510,0332639,He ni zai yi qi (2002),Drama|Music
12511,0332658,Intermission (2003),Comedy|Crime|Drama|Romance
12512,0332712,My Baby's Daddy (2004),Comedy
12513,0333388,Edifício Master (2002),Documentary
12514,0333445,Feast of Death (2001),Documentary
12515,0333766,Garden State (2004),Comedy|Drama|Romance
12516,0333780,"Legally Blonde 2: Red, White & Blonde (2003)",Comedy
12517,0334226,Remake (2003),Drama
12518,0334405,Spellbound (2002),Documentary|Comedy|Thriller
12519,0334754,Yossi &amp; Jagger (2002),Drama|Romance|War
12520,0334917,Badi (1983),Sci-Fi
12521,0335119,Girl with a Pearl Earring (2003),Biography|Drama|Romance
12522,0335121,Godsend (2004),Action|Drama|Fantasy|Horror|Sci-Fi|Thriller
12523,0335245,The Ladykillers (2004),Comedy|Crime|Thriller
12524,0335266,Lost in Translation (2003),Drama
12525,0335345,The Passion of the Christ (2004),Drama
12526,0335351,La petite Lili (2003),Drama|Romance
12527,0335438,Starsky & Hutch (2004),Comedy|Crime
12528,0335559,Win a Date with Tad Hamilton! (2004),Comedy|Romance
12529,0335563,Wonderland (2003),Crime|Drama|Mystery|Thriller
12530,0336693,Khaneh siah ast (1963),Documentary|Short
12531,0336699,Killing Us Softly 3 (1999),Documentary|Short
12532,0337103,Les rivières pourpres 2 - Les anges de l'apocalypse (2004),Action|Crime|Horror|Mystery|Thriller
12533,0337563,13 Going on 30 (2004),Comedy|Fantasy|Romance
12534,0337573,Antikörper (2005),Crime|Drama|Horror|Thriller
12535,0337578,Baghban (2003),Drama|Romance
12536,0337579,Barbershop 2: Back in Business (2004),Comedy|Drama
12537,0337592,Love Don't Cost a Thing (2003),Comedy|Romance|Drama
12538,0337631,The Boys from County Clare (2003),Comedy|Music|Romance
12539,0337692,On the Road (2012),Adventure|Drama|Romance
12540,0337697,The Prince & Me (2004),Comedy|Family|Romance
12541,0337711,Rugrats Go Wild (2003),Animation|Adventure|Comedy|Family|Fantasy|Musical
12542,0337721,The Snow Walker (2003),Adventure|Drama
12543,0337741,Something's Gotta Give (2003),Comedy|Drama|Romance
12544,0337876,Birth (2004),Drama|Fantasy|Mystery|Thriller
12545,0337879,Blackball (2003),Comedy|Drama|Sport
12546,0337909,Calendar Girls (2003),Comedy|Drama
12547,0337917,Catch That Kid (2004),Adventure|Comedy|Crime|Family|Mystery
12548,0337921,Cellular (2004),Action|Crime|Thriller
12549,0337926,"Chatô, O Rei do Brasil (2015)",Biography
12550,0337930,Nicotina (2003),Action|Comedy|Crime|Drama
12551,0337960,Danny Deckchair (2003),Comedy|Romance
12552,0337961,Dans ma peau (2002),Drama|Horror
12553,0337971,Deewangee (2002),Crime|Drama|Mystery
12554,0337978,Live Free or Die Hard (2007),Action|Thriller
12555,0338001,Emile (2003),Drama
12556,0338013,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
12557,0338077,Grind (2003),Adventure|Comedy|Sport
12558,0338094,The Haunted Mansion (2003),Comedy|Family|Fantasy|Horror|Mystery
12559,0338095,Haute tension (2003),Horror
12560,0338096,Dirty Dancing: Havana Nights (2004),Drama|Music|Romance
12561,0338097,Head in the Clouds (2004),Drama|Romance|War
12562,0338135,Les invasions barbares (2003),Comedy|Crime|Drama|Mystery|Romance
12563,0338188,The Missing (2003),Adventure|Thriller|Western
12564,0338216,Lucky You (2007),Drama|Romance|Sport
12565,0338309,Ondskan (2003),Drama
12566,0338325,Paparazzi (2004),Action|Crime|Drama|Thriller
12567,0338337,Paycheck (2003),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
12568,0338348,The Polar Express (2004),Animation|Adventure|Comedy|Family|Fantasy|Musical
12569,0338427,Shopgirl (2005),Drama|Romance
12570,0338459,Spy Kids 3-D: Game Over (2003),Action|Adventure|Comedy|Family|Sci-Fi
12571,0338466,Stuck on You (2003),Comedy
12572,0338477,Talaash: The Hunt Begins... (2003),Action|Adventure|Musical
12573,0338512,Deux frères (2004),Adventure|Drama|Family
12574,0338526,Van Helsing (2004),Action|Adventure|Fantasy
12575,0338564,Mou gaan dou (2002),Crime|Drama|Mystery|Thriller
12576,0338683,3 lancheros muy picudos (1989),Comedy
12577,0338721,Annarth (2002),Action|Thriller
12578,0338751,The Aviator (2004),Biography|Drama
12579,0338763,Batoru rowaiaru II: Chinkonka (2003),Action|Drama|Thriller|War
12580,0338801,Boldog születésnapot! (2003),Comedy|Romance
12581,0338949,Edi (2002),Drama
12582,0338977,L'esquive (2003),Comedy|Drama|Romance
12583,0338998,Febbre da cavallo - La mandrakata (2002),Comedy
12584,0339034,From Justin to Kelly (2003),Comedy|Musical|Romance
12585,0339071,Girls Will Be Girls (2003),Comedy|Romance
12586,0339135,In Hell (2003),Action|Thriller|Drama
12587,0339147,Highwaymen (2004),Action|Crime|Horror|Thriller
12588,0339230,Kopps (2003),Action|Comedy
12589,0339291,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Comedy|Family|Fantasy
12590,0339300,Liever verliefd (2003),Comedy|Romance
12591,0339357,Histoire de Marie et Julien (2003),Drama|Fantasy|Mystery
12592,0339412,Mr 3000 (2004),Comedy|Drama|Romance|Sport
12593,0339419,The Mudge Boy (2003),Crime|Drama|Romance
12594,0339489,Palabras encadenadas (2003),Crime|Drama|Thriller
12595,0339579,Ritânâ (2002),Action|Adventure|Sci-Fi
12596,0339707,Song for a Raggy Boy (2003),Drama|History
12597,0339736,The Evil Within (2017),Horror
12598,0339773,Tengoku no eki: Heaven Station (1984),Drama
12599,0339785,Thoughtcrimes (2003),Action|Crime|Drama
12600,0339806,Torremolinos 73 (2003),Comedy|Drama
12601,0339840,Undead (2003),Action|Comedy|Horror|Sci-Fi
12602,0339976,10 minuta (2002),Short|Drama|War
12603,0340012,Being Julia (2004),Comedy|Drama|Romance
12604,0340044,Cheoleobtneun anaewa paramanjanhan nampyeon geurigo taekwon sonyeo (2002),Comedy
12605,0340110,Fat Pizza (2003),Action|Adventure|Comedy|Crime|Thriller
12606,0340163,Hostage (2005),Action|Crime|Drama|Mystery|Thriller
12607,0340227,Masuuruhiito (2002),Action|Adventure
12608,0340258,My Wrongs 8245-8249 and 117 (2002),Comedy|Fantasy|Horror|Short
12609,0340376,The Statement (2003),Thriller|Drama
12610,0340377,The Station Agent (2003),Comedy|Drama
12611,0340378,Stay Until Tomorrow (2004),Comedy|Drama|Romance
12612,0340468,Ônibus 174 (2002),Documentary|Crime
12613,0340732,The Godthumb (2002),Comedy|Short
12614,0340855,Monster (2003),Biography|Crime|Drama|Thriller
12615,0341266,Bhoot (2003),Horror|Mystery|Thriller
12616,0341384,Hae anseon (2002),Action|Drama|War
12617,0341495,Chek law dak gung (2002),Action|Crime|Drama|Romance|Thriller
12618,0341549,Rishtey (2002),Action|Drama
12619,0341569,Self Medicated (2005),Biography|Drama
12620,0342012,9 (2002),Crime|Mystery|Drama|Thriller
12621,0342080,Ayyamine el helwa (1955),Comedy|Drama|Musical
12622,0342143,Born Rich (2003),Documentary
12623,0342150,Bukowski: Born into This (2003),Documentary|Biography
12624,0342167,Camp (2003),Comedy|Musical|Drama
12625,0342172,Capturing the Friedmans (2003),Documentary|Biography
12626,0342213,Comandante (2003),Documentary
12627,0342258,Danny the Dog (2005),Action|Crime|Drama|Thriller
12628,0342272,Dear Wendy (2004),Comedy|Crime|Drama|Romance
12629,0342275,A Decade Under the Influence (2003),Documentary
12630,0342492,De grønne slagtere (2003),Comedy|Drama
12631,0342556,Ibn Hamidu (1957),Comedy
12632,0342717,Joy Road (2004),Crime|Drama
12633,0342735,Manderlay (2005),Drama
12634,0342747,Mawad gharam (1956),Drama|Musical|Romance
12635,0342771,Miffo (2003),Comedy|Drama|Romance
12636,0343121,Tupac: Resurrection (2003),Documentary|Biography|Music
12637,0343135,Along Came Polly (2004),Comedy|Romance
12638,0343168,The Weather Underground (2002),Documentary|History|War
12639,0343175,Lamma hikyit Maryam (2001),Drama
12640,0343221,Äideistä parhain (2005),Drama|War
12641,0343594,Dillo con parole mie (2003),Comedy|Romance
12642,0343660,50 First Dates (2004),Comedy|Drama|Romance
12643,0343663,Eros (2004),Drama|Romance
12644,0343737,The Good Shepherd (2006),Drama|History|Thriller
12645,0343818,"I, Robot (2004)",Action|Crime|Drama|Mystery|Sci-Fi|Thriller
12646,0343996,The Lost City (2005),Drama|Romance
12647,0344128,Nu (2003),Drama|Short
12648,0344273,Rois et reine (2004),Comedy|Drama|Romance
12649,0344510,Un long dimanche de fiançailles (2004),Drama|Mystery|Romance|War
12650,0344554,Whatever We Do (2003),Short
12651,0344838,Ang dalubhasa (2000),Action|Drama
12652,0344854,Arthur et les Minimoys (2006),Animation|Adventure|Family|Fantasy
12653,0344968,The Bullet-Proof Coat (1912),Short|Comedy
12654,0345032,Le chiavi di casa (2004),Drama
12655,0345061,Code 46 (2003),Drama|Romance|Sci-Fi|Thriller
12656,0345074,Connie and Carla (2004),Comedy|Crime|Music
12657,0345177,Ek Doctor Ki Maut (1990),Drama
12658,0345228,Open Window (2006),Drama
12659,0345486,Die Kandidaat (1968),Drama
12660,0345549,Ruang rak noi nid mahasan (2003),Comedy|Drama|Romance
12661,0345551,Latter Days (2003),Comedy|Drama|Romance
12662,0345672,Most (2003),Short|Drama
12663,0345950,The SpongeBob SquarePants Movie (2004),Animation|Adventure|Comedy|Family|Fantasy
12664,0346094,Uzak (2002),Drama
12665,0346156,Sky Captain and the World of Tomorrow (2004),Action|Adventure|Mystery|Sci-Fi|Thriller
12666,0346336,La meglio gioventù (2003),Drama|Romance
12667,0346457,The Rising: Ballad of Mangal Pandey (2005),Biography|Drama|History|War
12668,0346491,Alexander (2004),Action|Adventure|Biography|Drama|History|Romance|War
12669,0346507,Andaaz (2003),Drama|Musical|Romance
12670,0346631,Blood and Bone (2009),Action|Drama
12671,0346723,Chalte Chalte (2003),Drama|Romance
12672,0346794,A Constant Forge (2000),Documentary|Biography|Romance
12673,0346811,The Curse of the Komodo (2004),Action|Adventure|Comedy|Horror|Sci-Fi|Thriller
12674,0347048,Gegen die Wand (2004),Drama|Romance
12675,0347145,Harameya fi KG2 (2002),
12676,0347149,Hauru no ugoku shiro (2004),Animation|Adventure|Family|Fantasy
12677,0347246,Innocence (2004),Animation|Drama|Sci-Fi|Thriller
12678,0347278,Jhankaar Beats (2003),Comedy|Musical|Romance
12679,0347304,Kal Ho Naa Ho (2003),Comedy|Drama|Romance
12680,0347330,Le convoyeur (2004),Drama|Thriller|Action|Crime
12681,0347332,Khakee (2004),Action|Crime|Drama|Thriller
12682,0347369,Jiminy Glick in Lalawood (2004),Comedy|Mystery
12683,0347473,Main Hoon Na (2004),Action|Comedy|Drama|Musical|Romance|Thriller
12684,0347618,Neko no ongaeshi (2002),Animation|Adventure|Comedy|Family|Fantasy|Romance
12685,0347718,D'autres mondes (2004),Documentary
12686,0347791,Pokémon Heroes (2002),Animation|Action|Adventure|Family|Fantasy|Sci-Fi|Thriller
12687,0347840,Rabbits (2002),Short|Drama|Fantasy|Horror|Mystery|Thriller
12688,0348078,Souten (1983),Drama|Musical|Romance
12689,0348121,Suchîmubôi (2004),Animation|Action|Adventure|Fantasy|Sci-Fi|Thriller
12690,0348150,Superman Returns (2006),Action|Adventure|Sci-Fi
12691,0348333,Waiting... (2005),Comedy
12692,0348505,Asylum (2005),Drama|Romance|Thriller
12693,0348529,Anatomie de l'enfer (2004),Drama
12694,0348568,Keulraesik (2003),Drama|Romance
12695,0348590,Dolunay (1988),Drama|Mystery|Romance
12696,0348591,Donggabnaegi gwawoehagi (2003),Comedy|Romance
12697,0348593,The Door in the Floor (2004),Comedy|Drama
12698,0348836,Gothika (2003),Horror|Mystery|Thriller
12699,0348884,Viva Laldjérie (2004),Drama
12700,0349205,Cheaper by the Dozen (2003),Comedy|Family
12701,0349260,Country of My Skull (2004),Drama|Romance
12702,0349416,Eulogy (2004),Comedy|Drama
12703,0349467,Freedomland (2006),Crime|Drama|Mystery|Thriller
12704,0349683,King Arthur (2004),Action|Adventure|Drama|History|War
12705,0349703,Kyun! Ho Gaya Na... (2004),Comedy|Drama|Romance
12706,0349710,Ladder 49 (2004),Action|Drama|Thriller
12707,0349825,Miracle (2004),Biography|Drama|History|Sport
12708,0349889,Unstoppable (2004),Action|Adventure|Drama|Thriller
12709,0349903,Ocean's Twelve (2004),Crime|Thriller
12710,0349995,Prendimi l'anima (2002),Biography|Drama|Romance
12711,0350028,Raising Helen (2004),Comedy|Drama|Romance
12712,0350193,Te doy mis ojos (2003),Drama|Romance
12713,0350194,Teacher's Pet (2004),Animation|Adventure|Comedy|Family|Fantasy|Musical|Sci-Fi
12714,0350232,Trespassing (2004),Horror|Thriller
12715,0350258,Ray (2004),Biography|Drama|Music
12716,0350261,An Unfinished Life (2005),Drama|Family|Romance
12717,0350324,Wir (2003),Drama
12718,0350493,999-9999 (2002),Comedy|Horror|Thriller
12719,0350720,Ciudad de Dios (2003),Drama
12720,0350774,Dead &amp; Breakfast (2004),Comedy|Fantasy|Horror|Musical
12721,0350813,Dillagi (1966),Comedy|Drama|Romance
12722,0350934,Final Flight of the Osiris (2003),Action|Animation|Sci-Fi|Short
12723,0351080,How They Get There (1997),Short|Comedy
12724,0351167,Katedra (2002),Animation|Short|Sci-Fi
12725,0351283,Madagascar (2005),Animation|Adventure|Comedy|Family
12726,0351461,Nói albínói (2003),Drama
12727,0351644,Rekviem za edna mrasnitza (1976),Crime
12728,0351770,Son frère (2003),Drama|Romance
12729,0351817,Tasogare Seibei (2002),Drama|History
12730,0351977,Walking Tall (2004),Action|Crime
12731,0351998,Xi tai hou (1989),Drama
12732,0352248,Cinderella Man (2005),Biography|Drama|Sport
12733,0352277,De-Lovely (2004),Biography|Drama|Music|Musical
12734,0352314,Ek Hasina Thi (2004),Crime|Drama|Mystery|Thriller
12735,0352343,La finestra di fronte (2003),Drama|Romance
12736,0352465,Jitsuroku Andô Noboru kyôdô-den: Rekka (2002),Crime|Drama|Thriller
12737,0352520,The Life and Death of Peter Sellers (2004),Biography|Comedy|Drama|Romance
12738,0352994,Walk on Water (2004),Drama|Mystery|Thriller
12739,0353014,Wonderful Days (2003),Animation|Action|Adventure|Fantasy|Sci-Fi
12740,0353240,Biola tak berdawai (2003),Drama|Romance
12741,0353324,The Crow: Wicked Prayer (2005),Action|Adventure|Comedy|Fantasy|Horror|Thriller
12742,0353489,Ginger Snaps 2: Unleashed (2004),Horror|Thriller
12743,0353962,Rånarna (2003),Action|Crime|Thriller
12744,0353969,Salinui chueok (2003),Action|Crime|Drama|Mystery|Thriller
12745,0354216,The Wisher (2002),Horror|Thriller
12746,0354356,5x2 (2004),Drama|Romance
12747,0354575,De fem benspænd (2003),Documentary
12748,0354595,The Game of Their Lives (2005),Drama|History|Sport
12749,0354668,Jigureul jikyeora! (2003),Comedy|Drama|Fantasy|Sci-Fi|Thriller
12750,0354766,Never Die Alone (2004),Action|Crime|Drama|Thriller
12751,0354899,La science des rêves (2006),Comedy|Drama|Fantasy|Romance
12752,0354922,Snegithiye (2000),Musical|Drama|Thriller
12753,0355029,Wolfsburg (2003),Drama
12754,0355295,The Brothers Grimm (2005),Action|Adventure|Comedy|Fantasy|Thriller
12755,0355521,El haram (1965),Drama
12756,0355674,La anam (1957),Drama|Romance
12757,0355683,Ein Leben lang kurze Hosen tragen (2002),Crime|Drama
12758,0355702,Lords of Dogtown (2005),Biography|Drama|Sport
12759,0355809,Narradores de Javé (2003),Drama
12760,0355859,Oru Cheru Punchiri (2000),Drama
12761,0355954,Riding the Bullet (2004),Horror|Thriller
12762,0356005,Sayedat el kasr (1958),Comedy|Romance
12763,0356117,Thartharah fawq al-Nil (1971),Comedy|Drama
12764,0356150,EuroTrip (2004),Adventure|Comedy
12765,0356159,Hellbent (2004),Horror|Thriller
12766,0356176,Villmark (2003),Adventure|Horror|Mystery|Thriller
12767,0356194,El wessada el khalia (1957),Musical|Drama|Romance
12768,0356211,Yuvathurki (1996),
12769,0356443,The Bridge of San Luis Rey (2004),Drama|Romance
12770,0356470,A Cinderella Story (2004),Comedy|Family|Romance
12771,0356614,Foolproof (2003),Action|Comedy|Crime|Thriller
12772,0356618,The Forgotten (2004),Drama|Horror|Mystery|Sci-Fi|Thriller
12773,0356634,Garfield (2004),Animation|Comedy|Family|Fantasy
12774,0356680,The Family Stone (2005),Comedy|Drama|Romance
12775,0356721,I Heart Huckabees (2004),Comedy
12776,0356910,Mr. &amp; Mrs. Smith (2005),Action|Comedy|Crime|Thriller
12777,0357054,The Last Shot (2004),Comedy|Romance
12778,0357110,The Ballad of Jack and Rose (2005),Drama
12779,0357277,Elektra (2005),Action|Adventure|Crime|Fantasy|Thriller
12780,0357282,O vasilias (2002),Drama
12781,0357413,Anchorman: The Legend of Ron Burgundy (2004),Comedy
12782,0357414,Adam &amp; Evil (2004),Horror
12783,0357433,Apne Huye Paraye (1964),
12784,0357470,The Battle of Shaker Heights (2003),Drama|Romance|Comedy
12785,0357507,Boogeyman (2005),Drama|Horror|Mystery|Thriller
12786,0357585,Decoys (2004),Comedy|Horror|Sci-Fi
12787,0357905,Minnale (2001),Comedy|Drama|Musical
12788,0357946,Nandanam (2002),Comedy|Drama|Romance
12789,0358082,Robots (2005),Animation|Adventure|Comedy|Family|Sci-Fi
12790,0358100,Sansone (1961),Fantasy|Adventure
12791,0358135,Shall We Dance (2004),Comedy|Drama|Music|Romance
12792,0358273,Walk the Line (2005),Biography|Drama|Music|Romance
12793,0358294,Into the Sun (2005),Action|Adventure|Thriller
12794,0358345,4 Inyong shiktak (2003),Drama|Horror|Thriller
12795,0358456,Earthlings (2005),Documentary|Horror
12796,0358500,H.H. Holmes: America's First Serial Killer (2004),Documentary|Crime|History
12797,0358551,Julie and Jack (2003),Romance|Sci-Fi
12798,0358987,Bayn el samaa wa el ard (1960),Comedy
12799,0359013,Blade: Trinity (2004),Action|Horror|Sci-Fi|Thriller
12800,0359045,Cachorro (2004),Comedy|Drama
12801,0359203,"Easy Riders, Raging Bulls: How the Sex, Drugs and Rock 'N' Roll Generation Saved Hollywood (2003)",Documentary
12802,0359254,Familia rodante (2004),Comedy|Drama
12803,0359423,A Home at the End of the World (2004),Drama|Romance
12804,0359692,Mibu gishi den (2003),Drama
12805,0359715,My Best Friend's Birthday (1987),Comedy
12806,0359784,Oseam (2003),Animation|Family
12807,0359950,The Secret Life of Walter Mitty (2013),Adventure|Comedy|Drama|Fantasy|Romance
12808,0360130,Undertow (2004),Drama|Thriller
12809,0360133,Carnival in April (1953),Short|Music
12810,0360139,Chasing Liberty (2004),Comedy|Romance
12811,0360201,Wimbledon (2004),Comedy|Romance|Sport
12812,0360213,Ya habibi (1960),
12813,0360232,Zinda Laash (1967),Crime|Drama|Horror
12814,0360323,10th & Wolf (2006),Crime|Drama|Thriller
12815,0360486,Constantine (2005),Action|Fantasy|Horror|Mystery
12816,0360556,Fahrenheit 451 (2018),Drama|Sci-Fi|Thriller
12817,0360717,King Kong (2005),Action|Adventure|Drama|Romance
12818,0360779,Marseille (2004),Drama
12819,0360845,Notre musique (2004),Drama
12820,0360916,The Real Cancun (2003),Documentary
12821,0360985,Shrek 4-D (2003),Animation|Short|Adventure|Comedy|Family|Fantasy
12822,0361089,Valiant (2005),Animation|Adventure|Comedy|Family|War
12823,0361127,The Woodsman (2004),Drama|Romance
12824,0361309,We Don't Live Here Anymore (2004),Drama|Romance
12825,0361354,Beef (2003),Documentary
12826,0361411,Bride & Prejudice (2004),Comedy|Drama|Musical|Romance
12827,0361467,Confessions of a Teenage Drama Queen (2004),Comedy|Family|Music|Romance
12828,0361505,Dharmatma (1975),Action|Romance|Thriller
12829,0361596,Fahrenheit 9/11 (2004),Documentary|Drama|War
12830,0361620,First Daughter (2004),Comedy|Drama|Romance
12831,0361668,Gokudô kyôfu dai-gekijô: Gozu (2003),Crime|Drama|Horror|Mystery|Thriller
12832,0361670,Le grand voyage (2004),Drama|Romance
12833,0361693,Happy Endings (2005),Comedy|Drama|Music|Romance|Thriller
12834,0361696,Raise Your Voice (2004),Family|Music|Musical|Romance
12835,0361748,Inglourious Basterds (2009),Adventure|Drama|War
12836,0361818,Kushi (2000),Romance
12837,0361841,Little Black Book (2004),Comedy|Romance|Drama
12838,0361862,The Machinist (2004),Drama|Thriller
12839,0361925,Welcome to Mooseport (2004),Comedy|Romance
12840,0362004,Palindromes (2004),Comedy|Drama
12841,0362120,Scary Movie 4 (2006),Comedy
12842,0362165,Son of the Mask (2005),Comedy|Family|Fantasy
12843,0362225,Ne le dis à personne (2006),Crime|Drama|Mystery|Romance|Thriller
12844,0362227,The Terminal (2004),Comedy|Drama|Romance
12845,0362269,Kinsey (2004),Biography|Drama|Romance
12846,0362270,The Life Aquatic with Steve Zissou (2004),Action|Adventure|Comedy|Drama|Romance
12847,0362387,2LDK (2003),Comedy|Drama|Horror|Thriller
12848,0362412,Ant Muzak (2002),Comedy|Short
12849,0362421,Ash Tuesday (2003),Comedy|Drama
12850,0362478,The Box (2009),Drama|Fantasy|Mystery|Sci-Fi|Thriller
12851,0362526,Criminal (2004),Comedy|Crime|Drama|Thriller
12852,0362590,Employee of the Month (2004),Comedy|Drama
12853,0363143,Trauma (2004),Drama|Horror|Mystery|Thriller
12854,0363163,Der Untergang (2004),Biography|Drama|History|War
12855,0363211,Wild Card (2003),Action|Crime
12856,0363226,Zatôichi (2003),Action|Comedy|Crime|Drama|Thriller
12857,0363249,Otets i syn (2003),Drama
12858,0363269,Once Upon a Wedding (2005),Comedy|Romance
12859,0363276,Madhouse (2004),Horror|Thriller
12860,0363282,New York Minute (2004),Comedy|Crime|Family|Romance
12861,0363292,Sexo con amor (2003),Comedy|Romance
12862,0363303,Panj é asr (2003),Drama
12863,0363410,Abdülhamit düserken (2003),Drama
12864,0363472,Bewafaa (2005),Drama|Romance
12865,0363473,Beyond the Sea (2004),Biography|Drama|Music|Musical
12866,0363510,Chavez: Inside the Coup (2003),Documentary
12867,0363547,Dawn of the Dead (2004),Horror
12868,0363589,Elephant (2003),Crime|Drama|Thriller
12869,0363666,Hatya (1988),Action|Crime|Drama
12870,0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)",Adventure|Family|Fantasy
12871,0363780,Lymelife (2008),Comedy|Drama|Romance
12872,0363988,Secret Window (2004),Drama|Mystery|Thriller
12873,0364045,Taking Lives (2004),Crime|Mystery|Thriller
12874,0364079,Trekkies 2 (2004),Documentary|Comedy
12875,0364120,Wild Side (2004),Drama|Romance
12876,0364343,The Final Cut (2004),Drama|Sci-Fi|Thriller
12877,0364376,The Gingerdead Man (2005),Comedy|Fantasy|Horror
12878,0364385,Ju-on (2002),Horror
12879,0364456,Kasethan Kadavulada (1972),
12880,0364517,Jeux d'enfants (2003),Comedy|Drama|Romance
12881,0364556,Neo Ned (2005),Drama|Romance
12882,0364569,Oldeuboi (2003),Action|Drama|Mystery|Thriller
12883,0364621,Qayamat: City Under Threat (2003),Action|Adventure|Romance|Thriller
12884,0364647,Virumandi (2004),Action|Drama|Romance|Thriller
12885,0364725,Dodgeball: A True Underdog Story (2004),Comedy|Sport
12886,0364751,Without a Paddle (2004),Adventure|Comedy|Mystery
12887,0364930,Aileen: Life and Death of a Serial Killer (2003),Documentary|Crime
12888,0364955,Art School Confidential (2006),Comedy|Drama|Romance
12889,0364961,The Assassination of Richard Nixon (2004),Biography|Crime|Drama|History|Thriller
12890,0364970,Babylon A.D. (2008),Action|Adventure|Sci-Fi|Thriller
12891,0365125,A Dirty Shame (2004),Comedy
12892,0365190,Feux rouges (2004),Crime|Drama|Mystery|Thriller
12893,0365265,Ginger Snaps Back: The Beginning (2004),Drama|Horror
12894,0365376,"Janghwa, Hongryeon (2003)",Drama|Horror|Thriller
12895,0365485,The Matador (2005),Comedy|Crime|Thriller
12896,0365513,Monster Man (2003),Adventure|Comedy|Horror
12897,0365514,Moon Child (2003),Action|Drama|Sci-Fi
12898,0365545,Nappily Ever After (2018),Comedy|Drama|Romance
12899,0365675,Der rote Baron (2008),Action|Adventure|Biography|Drama|Romance|War
12900,0365686,Revolver (2005),Action|Crime|Drama|Mystery|Thriller
12901,0365737,Syriana (2005),Drama|Thriller
12902,0365748,Shaun of the Dead (2004),Comedy|Horror
12903,0365810,Svidd neger (2003),Comedy|Crime|Drama|Mystery|Romance|Thriller
12904,0365821,Talk Salò (2002),Drama|Short
12905,0365830,Tenacious D in The Pick of Destiny (2006),Adventure|Comedy|Music|Musical
12906,0365847,Shen hua (2005),Action|Adventure|Comedy|Drama|Fantasy
12907,0365852,Tooth (2004),Family|Fantasy
12908,0365874,"UFOs: Past, Present, and Future (1974)",Documentary
